# Nominal_9 (Up to date)
# 1077 data points written for 54 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (50,6 m/s)
#
# Tempo (s);Altitude (ft);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.1;0;0;-0.3195;0;0.32348;0;0;0;0;0;0.050604;32.941;-106.92;0.9985;0;0;0;0;1174.1;214.93;350.97;6.2843;NaN;62.568;NaN;0;0;216.33;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.0042806
0.11;0;0;-0.25705;0;0.26025;0;0;0;0;0;0.040713;32.941;-106.92;0.9985;0;0;0;0;1174;214.75;350.94;6.284;NaN;62.566;NaN;0;0;236.93;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.0045798
0.12;0;0;-0.19458;0;0.19701;0;0;0;0;0;0.030819;32.941;-106.92;0.9985;0;0;0;0;1173.8;214.58;350.91;6.2837;NaN;62.564;NaN;0;0;257.54;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.0050783
0.13;0;0;-0.1321;0;0.13374;0;0;0;0;0;0.020922;32.941;-106.92;0.9985;0;0;0;0;1173.6;214.4;350.88;6.2834;NaN;62.562;NaN;0;0;278.14;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.0056645
0.14;0;0;-0.069592;0;0.07046;0;0;0;0;0;0.011022;32.941;-106.92;0.9985;0;0;0;0;1173.4;214.22;350.85;6.2831;NaN;62.56;NaN;0;0;298.74;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.010468
0.15;0;0;-0.0070687;0;0.0071568;0;0;0;0;0;0.0011196;32.941;-106.92;0.9985;0;0;0;0;1173.3;214.04;350.82;6.2828;NaN;62.558;NaN;0;0;319.35;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.010726
0.16;0;0;0.055474;0;0.056165;0;0;0;0;0;0.0087862;32.941;-106.92;0.9985;0;0;0;0;1173.1;213.87;350.79;6.2825;NaN;62.556;NaN;0;0;339.95;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.011024
0.17;8.9408e-5;0.01789;0.11804;0.018113;0.11951;1.4161e-5;0;1.4161e-5;0;0.0028335;0.018695;32.941;-106.92;0.9985;0;0;0;0;1172.9;213.69;350.76;6.2822;NaN;62.554;NaN;1.6446e-5;873.56;360.55;3.5374e-7;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.9258e-8;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.011286
0.18;4.5837e-4;0.055911;0.18062;0.056608;0.18287;7.2599e-5;0;7.2599e-5;0;0.0088554;0.028607;32.941;-106.92;0.9985;0;0;0;0;1172.7;213.51;350.73;6.2819;NaN;62.552;NaN;5.1397e-5;2730.1;381.16;3.4551e-6;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1645e-7;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.011544
0.19;0.0013082;0.11407;0.24322;0.11549;0.24625;2.072e-4;0;2.072e-4;0;0.018067;0.038522;32.941;-106.92;0.9985;0;0;0;0;1172.5;213.33;350.7;6.2816;NaN;62.55;NaN;1.0486e-4;5570;401.76;1.4381e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.416e-7;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.011829
0.2;0.0028404;0.19237;0.30583;0.19477;0.30965;4.4987e-4;0;4.4987e-4;0;0.030469;0.048439;32.941;-106.92;0.9985;0;0;0;0;1172.4;213.16;350.67;6.2813;NaN;62.547;NaN;1.7684e-4;9393.4;422.36;4.0902e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.4473e-7;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.012106
0.21;0.0052563;0.29082;0.36847;0.29445;0.37306;8.3251e-4;0;8.3251e-4;0;0.046062;0.05836;32.941;-106.92;0.9985;0;0;0;0;1172.2;212.98;350.64;6.281;NaN;62.545;NaN;2.6734e-4;14201;442.97;8.3423e-5;1.1493;1.1493;1.0581;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1259e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.012383
0.22;0.0087575;0.40943;0.43113;0.41453;0.4365;0.001387;0;0.001387;0;0.064847;0.068284;32.941;-106.92;0.9985;0;0;0;0;1172;212.8;350.61;6.2807;NaN;62.543;NaN;3.7637e-4;19992;463.57;1.4893e-4;1.0353;1.0353;0.94407;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.585e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.012719
0.23;0.013546;0.5482;0.4938;0.55503;0.49996;0.0021454;0;0.0021454;0;0.086826;0.07821;32.941;-106.92;0.9985;0;0;0;0;1171.8;212.62;350.58;6.2804;NaN;62.541;NaN;5.0394e-4;26768;484.17;2.455e-4;0.9519;0.9519;0.86071;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1223e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.012967
0.24;0.019822;0.70713;0.5565;0.71595;0.56343;0.0031395;0;0.0031395;0;0.112;0.08814;32.941;-106.92;0.9985;0;0;0;0;1171.7;212.45;350.55;6.2801;NaN;62.539;NaN;6.5004e-4;34529;504.77;3.8101e-4;0.88789;0.88789;0.7967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.7375e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.013114
0.25;0.027789;0.88624;0.61921;0.89729;0.62693;0.0044013;0;0.0044013;0;0.14037;0.098073;32.941;-106.92;0.9985;0;0;0;0;1171.5;212.27;350.52;6.2798;NaN;62.537;NaN;8.1469e-4;43275;525.38;5.6411e-4;0.83691;0.83691;0.74572;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.4309e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.013423
0.26;0.037648;1.0855;0.68194;1.0991;0.69044;0.0059628;0;0.0059628;0;0.17193;0.10801;32.941;-106.92;0.9985;0;0;0;0;1171.3;212.09;350.49;6.2795;NaN;62.535;NaN;9.9789e-4;53006;545.98;8.0413e-4;0.79517;0.79517;0.70398;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.2025e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.01361
0.27;0.0496;1.305;0.74469;1.3213;0.75397;0.0078559;0;0.0078559;0;0.20669;0.11795;32.941;-106.92;0.9985;0;0;0;0;1171.1;211.92;350.46;6.2792;NaN;62.533;NaN;0.0011996;63723;566.58;0.0011111;0.76024;0.76024;0.66905;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.0521e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.013763
0.28;0.063849;1.5447;0.80746;1.5639;0.81752;0.010113;0;0.010113;0;0.24465;0.12789;32.941;-106.92;0.9985;0;0;0;0;1170.9;211.74;350.43;6.2789;NaN;62.531;NaN;0.00142;75425;587.19;0.0014958;0.73049;0.73049;0.6393;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.9799e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.013947
# Event LIFTOFF occurred at t=0.29 seconds
0.29;0.080595;1.8045;0.87025;1.827;0.88109;0.012765;0;0.012765;0;0.28581;0.13783;32.941;-106.92;0.9985;0;0;0;0;1170.8;211.56;350.4;6.2786;NaN;62.528;NaN;0.0016588;88114;607.79;0.0019695;0.70477;0.70477;0.61358;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.986e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.014105
0.3;0.10004;2.0846;0.93305;2.1106;0.94468;0.015845;0;0.015845;0;0.33017;0.14778;32.941;-106.92;0.9985;0;0;0;0;1170.6;211.38;350.37;6.2783;NaN;62.526;NaN;0.0019163;101790;628.39;0.0025444;0.68228;0.68228;0.59109;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.0702e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.014287
0.31;0.12239;2.3849;0.99588;2.4146;1.0083;0.019384;0;0.019384;0;0.37773;0.15773;32.941;-106.92;0.9985;0;0;0;0;1170.4;211.21;350.34;6.278;NaN;62.524;NaN;0.0021923;116452;649;0.0032332;0.66239;0.66239;0.5712;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.2327e-6;5.7087;25.595;81;0;NaN;45.077;12.742;1101.4;0.01;0.014432
0.32;0.14784;2.7054;1.0587;2.7391;1.0719;0.023415;0;0.023415;0;0.42849;0.16768;32.941;-106.92;0.9985;0;0;0;0;1170.2;211.03;350.31;6.2777;NaN;62.522;NaN;0.002487;132102;669.6;0.0040491;0.64466;0.64466;0.55346;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0473e-5;5.7087;25.595;81;0;NaN;45.076;12.742;1101.4;0.01;0.01457
0.33;0.1766;3.0461;1.1216;3.0841;1.1356;0.02797;0;0.02797;0;0.48245;0.17764;32.941;-106.92;0.9985;0;0;0;0;1170.1;210.85;350.28;6.2774;NaN;62.52;NaN;0.0028002;148738;690.2;0.0050063;0.62872;0.62872;0.53752;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1792e-5;5.7087;25.595;81;0;NaN;45.076;12.742;1101.4;0.01;0.014723
0.34;0.20886;3.407;1.1845;3.4495;1.1992;0.03308;0;0.03308;0;0.53962;0.1876;32.941;-106.92;0.9985;0;0;0;0;1169.9;210.67;350.25;6.2771;NaN;62.518;NaN;0.003132;166363;710.8;0.0061193;0.61429;0.61429;0.5231;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.319e-5;5.7087;25.595;81;0;NaN;45.076;12.742;1101.4;0.01;0.014865
0.35;0.24484;3.7882;1.2474;3.8354;1.2629;0.038778;0;0.038778;0;0.59999;0.19756;32.941;-106.92;0.9985;0;0;0;0;1169.7;210.5;350.22;6.2768;NaN;62.516;NaN;0.0034824;184975;731.41;0.0074035;0.60116;0.60116;0.50996;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.4665e-5;5.7087;25.595;81;0;NaN;45.076;12.742;1101.4;0.01;0.015006
0.36;0.28473;4.1896;1.3103;4.2418;1.3266;0.045096;0;0.045096;0;0.66357;0.20753;32.941;-106.92;0.9985;0;0;0;0;1169.5;210.32;350.19;6.2765;NaN;62.514;NaN;0.0038514;204576;752.01;0.0088745;0.58914;0.58914;0.49794;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6219e-5;5.7087;25.595;81;0;NaN;45.076;12.742;1101.4;0.01;0.015148
0.37;0.32873;4.6113;1.3732;4.6688;1.3903;0.052066;0;0.052066;0;0.73036;0.2175;32.941;-106.92;0.9985;0;0;0;0;1169.3;210.14;350.15;6.2762;NaN;62.512;NaN;0.004239;225165;772.61;0.010549;0.57808;0.57808;0.48689;0.036817;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7852e-5;5.7087;25.595;81;0;NaN;45.076;12.742;1101.4;0.01;0.015338
0.38;0.37705;5.0532;1.4362;5.1162;1.4541;0.059719;0;0.059719;0;0.80035;0.22747;32.941;-106.92;0.9985;0;0;0;0;1169.2;209.96;350.12;6.276;NaN;62.509;NaN;0.0046452;246743;793.22;0.012444;0.56788;0.56788;0.47668;0.036818;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.9563e-5;5.7087;25.595;81;0;NaN;45.076;12.742;1101.4;0.01;0.015485
0.39;0.4299;5.5154;1.4991;5.5841;1.5178;0.068089;0;0.068089;0;0.87355;0.23744;32.941;-106.92;0.9985;0;0;0;0;1169;209.79;350.09;6.2757;NaN;62.507;NaN;0.0050701;269310;813.82;0.014577;0.55841;0.55841;0.46721;0.036819;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1352e-5;5.7087;25.595;81;0;NaN;45.075;12.742;1101.4;0.01;0.015632
0.4;0.48746;5.9978;1.5621;6.0726;1.5816;0.077206;0;0.077206;0;0.94996;0.24742;32.941;-106.92;0.9985;0;0;0;0;1168.8;209.61;350.06;6.2754;NaN;62.505;NaN;0.0055136;292867;834.42;0.016967;0.54961;0.54961;0.4584;0.03682;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.322e-5;5.7087;25.595;81;0;NaN;45.075;12.742;1101.4;0.01;0.015782
0.41;0.54995;6.5005;1.6251;6.5815;1.6454;0.087104;0;0.087104;0;1.0296;0.2574;32.941;-106.92;0.9985;0;0;0;0;1168.6;209.43;350.03;6.2751;NaN;62.503;NaN;0.0059757;317413;855.03;0.019633;0.54139;0.54139;0.45018;0.036822;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.5166e-5;5.7087;25.595;81;0;NaN;45.075;12.742;1101.4;0.01;0.016072
0.42;0.61757;7.0235;1.6882;7.111;1.7092;0.097814;0;0.097814;0;1.1124;0.26738;32.941;-106.92;0.9985;0;0;0;0;1168.5;209.25;350;6.2748;NaN;62.501;NaN;0.0064565;342949;875.63;0.022593;0.53369;0.53369;0.44248;0.036823;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.719e-5;5.7087;25.595;81;0;NaN;45.075;12.742;1101.4;0.01;0.016244
0.43;0.69052;7.5668;1.7512;7.6611;1.773;0.10937;0;0.10937;0;1.1985;0.27737;32.941;-106.92;0.9985;0;0;0;0;1168.3;209.08;349.97;6.2745;NaN;62.499;NaN;0.0069559;369475;896.23;0.025868;0.52647;0.52647;0.43526;0.036825;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.9293e-5;5.7087;25.595;81;0;NaN;45.075;12.742;1101.4;0.01;0.016391
0.44;0.76901;8.1303;1.8143;8.2316;1.8369;0.1218;0;0.1218;0;1.2877;0.28735;32.941;-106.92;0.9985;0;0;0;0;1168.1;208.9;349.94;6.2742;NaN;62.497;NaN;0.0074739;396991;916.83;0.029479;0.51967;0.51967;0.42846;0.036827;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.1475e-5;5.7087;25.595;81;0;NaN;45.074;12.742;1101.4;0.01;0.016536
0.45;0.85323;8.7141;1.8774;8.8228;1.9008;0.13514;0;0.13514;0;1.3802;0.29735;32.941;-106.92;0.9985;0;0;0;0;1167.9;208.72;349.91;6.2739;NaN;62.495;NaN;0.0080106;425499;937.44;0.033447;0.51325;0.51325;0.42204;0.036829;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.3735e-5;5.7087;25.595;81;0;NaN;45.074;12.742;1101.4;0.01;0.016681
0.46;0.94339;9.3183;1.9405;9.4344;1.9647;0.14942;0;0.14942;0;1.4759;0.30734;32.941;-106.92;0.9985;0;0;0;0;1167.8;208.54;349.88;6.2736;NaN;62.493;NaN;0.008566;454997;958.04;0.037793;0.50719;0.50719;0.41598;0.036832;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.6074e-5;5.7087;25.595;81;0;NaN;45.074;12.742;1101.4;0.01;0.016823
0.47;1.0397;9.9427;2.0036;10.067;2.0286;0.16467;0;0.16467;0;1.5748;0.31734;32.941;-106.92;0.9985;0;0;0;0;1167.6;208.37;349.85;6.2733;NaN;62.49;NaN;0.0091401;485486;978.64;0.042541;0.50145;0.50145;0.41023;0.036834;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.8492e-5;5.7087;25.595;81;0;NaN;45.073;12.742;1101.4;0.01;0.016964
0.48;1.1423;10.587;2.0667;10.719;2.0925;0.18093;0;0.18093;0;1.6769;0.32734;32.941;-106.92;0.9985;0;0;0;0;1167.4;208.19;349.82;6.273;NaN;62.488;NaN;0.0097328;516967;999.25;0.047713;0.496;0.496;0.40478;0.036837;0.054385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0988e-5;5.7087;25.595;81;0;NaN;45.073;12.742;1101.4;0.01;0.017107
0.49;1.2515;11.253;2.1299;11.393;2.1564;0.19823;0;0.19823;0;1.7822;0.33734;32.941;-106.92;0.9985;0;0;0;0;1167.2;208.01;349.79;6.2727;NaN;62.486;NaN;0.010344;549440;1019.9;0.053332;0.49082;0.49082;0.39959;0.036841;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.3562e-5;5.7087;25.595;81;0;NaN;45.073;12.741;1101.4;0.01;0.017311
0.5;1.3675;11.938;2.193;12.087;2.2204;0.21659;0;0.21659;0;1.8908;0.34734;32.941;-106.92;0.9985;0;0;0;0;1167;207.83;349.76;6.2724;NaN;62.484;NaN;0.010974;582904;1040.5;0.059423;0.48589;0.48589;0.39466;0.036844;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.6216e-5;5.7087;25.595;81;0;NaN;45.072;12.741;1101.4;0.01;0.017455
0.51;1.4904;12.644;2.2562;12.801;2.2844;0.23606;0;0.23606;0;2.0026;0.35735;32.941;-106.92;0.9985;0;0;0;0;1166.9;207.66;349.73;6.2721;NaN;62.482;NaN;0.011623;617361;1061.1;0.066011;0.48118;0.48118;0.38995;0.036848;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.8948e-5;5.7087;25.595;81;0;NaN;45.072;12.741;1101.4;0.01;0.017595
0.52;1.6205;13.37;2.3194;13.536;2.3484;0.25666;0;0.25666;0;2.1176;0.36736;32.941;-106.92;0.9985;0;0;0;0;1166.7;207.48;349.7;6.2718;NaN;62.48;NaN;0.01229;652811;1081.7;0.073121;0.47669;0.47669;0.38545;0.036852;0.054388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.1759e-5;5.7087;25.595;81;0;NaN;45.071;12.741;1101.4;0.01;0.017739
0.53;1.7579;14.116;2.3827;14.292;2.4124;0.27842;0;0.27842;0;2.2358;0.37738;32.941;-106.92;0.9985;0;0;0;0;1166.5;207.3;349.67;6.2715;NaN;62.478;NaN;0.012977;689253;1102.3;0.080778;0.47239;0.47239;0.38115;0.036857;0.054389;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.4648e-5;5.7087;25.595;81;0;NaN;45.071;12.741;1101.4;0.01;0.017887
0.54;1.9029;14.883;2.4459;15.068;2.4764;0.30139;0;0.30139;0;2.3572;0.38739;32.941;-106.92;0.9985;0;0;0;0;1166.3;207.12;349.64;6.2712;NaN;62.476;NaN;0.013681;726688;1122.9;0.089009;0.46828;0.46828;0.37703;0.036862;0.05439;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.7616e-5;5.7087;25.595;81;0;NaN;45.07;12.741;1101.4;0.01;0.022501
0.55;2.0557;15.67;2.5092;15.865;2.5404;0.32559;0;0.32559;0;2.4819;0.39741;32.941;-106.92;0.9985;0;0;0;0;1166.2;206.95;349.61;6.2709;NaN;62.473;NaN;0.014405;765116;1143.5;0.097841;0.46434;0.46434;0.37308;0.036867;0.054392;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.0663e-5;5.7087;25.595;81;0;NaN;45.07;12.741;1101.4;0.01;0.022756
