# Nominal_7 (Up to date)
# 1070 data points written for 54 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (39,8 m/s)
#
# Tempo (s);Altitude (ft);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.11;0;0;-0.26313;0;0.2651;0;0;0;0;0;0.032308;32.941;-106.92;0.9985;0;0;0;0;1174;214.75;350.94;6.284;NaN;62.566;NaN;0;0;236.93;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.0047467
0.12;0;0;-0.20035;0;0.20186;0;0;0;0;0;0.0246;32.941;-106.92;0.9985;0;0;0;0;1173.8;214.58;350.91;6.2837;NaN;62.564;NaN;0;0;257.54;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.0050322
0.13;0;0;-0.13756;0;0.13859;0;0;0;0;0;0.01689;32.941;-106.92;0.9985;0;0;0;0;1173.6;214.4;350.88;6.2834;NaN;62.562;NaN;0;0;278.14;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.0054605
0.14;0;0;-0.074749;0;0.07531;0;0;0;0;0;0.009178;32.941;-106.92;0.9985;0;0;0;0;1173.4;214.22;350.85;6.2831;NaN;62.56;NaN;0;0;298.74;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.0059786
0.15;0;0;-0.011918;0;0.012007;0;0;0;0;0;0.0014633;32.941;-106.92;0.9985;0;0;0;0;1173.3;214.04;350.82;6.2828;NaN;62.558;NaN;0;0;319.35;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.010957
0.16;0;0;0.050932;0;0.051315;0;0;0;0;0;0.0062537;32.941;-106.92;0.9985;0;0;0;0;1173.1;213.87;350.79;6.2825;NaN;62.556;NaN;0;0;339.95;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.011232
0.17;8.2103e-5;0.016429;0.1138;0.016552;0.11466;1.0081e-5;0;1.0081e-5;0;0.0020172;0.013973;32.941;-106.92;0.9985;0;0;0;0;1172.9;213.69;350.76;6.2822;NaN;62.554;NaN;1.5029e-5;798.29;360.55;2.9541e-7;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.3164e-8;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.011535
0.18;4.2964e-4;0.053088;0.17669;0.053487;0.17802;5.2754e-5;0;5.2754e-5;0;0.0065184;0.021695;32.941;-106.92;0.9985;0;0;0;0;1172.7;213.51;350.73;6.2819;NaN;62.552;NaN;4.8563e-5;2579.6;381.16;3.0846e-6;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0411e-7;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.011807
0.19;0.001245;0.10998;0.2396;0.11081;0.2414;1.5286e-4;0;1.5286e-4;0;0.013504;0.029419;32.941;-106.92;0.9985;0;0;0;0;1172.5;213.33;350.7;6.2816;NaN;62.55;NaN;1.0061e-4;5344.2;401.76;1.3239e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.2285e-7;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.012061
0.2;0.0027304;0.18712;0.30252;0.18853;0.3048;3.3525e-4;0;3.3525e-4;0;0.022976;0.037145;32.941;-106.92;0.9985;0;0;0;0;1172.4;213.16;350.67;6.2813;NaN;62.547;NaN;1.7117e-4;9092.3;422.36;3.8322e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.1942e-7;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.012332
0.21;0.0050885;0.28451;0.36547;0.28664;0.36821;6.2479e-4;0;6.2479e-4;0;0.034933;0.044874;32.941;-106.92;0.9985;0;0;0;0;1172.2;212.98;350.64;6.281;NaN;62.545;NaN;2.6026e-4;13824;442.97;7.9735e-5;1.1592;1.1592;1.068;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0938e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.0126
0.22;0.0085217;0.40215;0.42843;0.40517;0.43165;0.0010463;0;0.0010463;0;0.049378;0.052605;32.941;-106.92;0.9985;0;0;0;0;1172;212.8;350.61;6.2807;NaN;62.543;NaN;3.6787e-4;19541;463.57;1.4325e-4;1.0423;1.0423;0.9511;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5461e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.01288
0.23;0.013233;0.54005;0.49142;0.54411;0.49511;0.0016248;0;0.0016248;0;0.06631;0.060338;32.941;-106.92;0.9985;0;0;0;0;1171.8;212.62;350.58;6.2804;NaN;62.541;NaN;4.9402e-4;26241;484.17;2.3725e-4;0.95722;0.95722;0.86603;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0763e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.013236
0.24;0.019424;0.69822;0.55442;0.70346;0.55858;0.002385;0;0.002385;0;0.08573;0.068074;32.941;-106.92;0.9985;0;0;0;0;1171.7;212.45;350.55;6.2801;NaN;62.539;NaN;6.3871e-4;33927;504.77;3.6958e-4;0.89208;0.89208;0.80089;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6844e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.013537
0.25;0.027298;0.87666;0.61744;0.88324;0.62208;0.0033518;0;0.0033518;0;0.10764;0.075812;32.941;-106.92;0.9985;0;0;0;0;1171.5;212.27;350.52;6.2798;NaN;62.537;NaN;8.0194e-4;42597;525.38;5.4881e-4;0.84031;0.84031;0.74912;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.3705e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.013854
0.26;0.037058;1.0754;0.68048;1.0835;0.68559;0.0045502;0;0.0045502;0;0.13204;0.083552;32.941;-106.92;0.9985;0;0;0;0;1171.3;212.09;350.49;6.2795;NaN;62.535;NaN;9.8372e-4;52253;545.98;7.8423e-4;0.798;0.798;0.70681;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.1345e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.014139
0.27;0.048907;1.2944;0.74354;1.3041;0.74912;0.006005;0;0.006005;0;0.15893;0.091295;32.941;-106.92;0.9985;0;0;0;0;1171.1;211.92;350.46;6.2792;NaN;62.533;NaN;0.0011841;62895;566.58;0.0010858;0.76263;0.76263;0.67144;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.9765e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.014436
0.28;0.063047;1.5337;0.80662;1.5452;0.81267;0.0077412;0;0.0077412;0;0.18831;0.09904;32.941;-106.92;0.9985;0;0;0;0;1170.9;211.74;350.43;6.2789;NaN;62.531;NaN;0.001403;74522;587.19;0.0014643;0.73255;0.73255;0.64136;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.8965e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.014709
# Event LIFTOFF occurred at t=0.29 seconds
0.29;0.079682;1.7933;0.86971;1.8067;0.87624;0.0097837;0;0.0097837;0;0.22019;0.10679;32.941;-106.92;0.9985;0;0;0;0;1170.8;211.56;350.4;6.2786;NaN;62.528;NaN;0.0016404;87136;607.79;0.0019309;0.70657;0.70657;0.61538;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.8946e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.014976
0.3;0.099014;2.0732;0.93283;2.0887;0.93983;0.012157;0;0.012157;0;0.25455;0.11454;32.941;-106.92;0.9985;0;0;0;0;1170.6;211.38;350.37;6.2783;NaN;62.526;NaN;0.0018965;100736;628.39;0.0024978;0.68386;0.68386;0.59267;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.9707e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.015225
0.31;0.12125;2.3734;0.99596;2.3912;1.0034;0.014887;0;0.014887;0;0.29141;0.12229;32.941;-106.92;0.9985;0;0;0;0;1170.4;211.21;350.34;6.278;NaN;62.524;NaN;0.0021711;115323;649;0.0031775;0.6638;0.6638;0.57261;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.1249e-6;5.7087;25.595;83;0;NaN;45.077;12.742;1101.4;0.01;0.015475
0.32;0.14658;2.6939;1.0591;2.7141;1.0671;0.017998;0;0.017998;0;0.33077;0.13004;32.941;-106.92;0.9985;0;0;0;0;1170.2;211.03;350.31;6.2777;NaN;62.522;NaN;0.0024643;130897;669.6;0.0039834;0.64592;0.64592;0.55472;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0357e-5;5.7087;25.595;83;0;NaN;45.076;12.742;1101.4;0.01;0.015735
0.33;0.17523;3.0347;1.1223;3.0575;1.1307;0.021515;0;0.021515;0;0.37262;0.1378;32.941;-106.92;0.9985;0;0;0;0;1170.1;210.85;350.28;6.2774;NaN;62.52;NaN;0.0027761;147459;690.2;0.0049295;0.62985;0.62985;0.53866;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.1668e-5;5.7087;25.595;83;0;NaN;45.076;12.742;1101.4;0.01;0.016033
0.34;0.20738;3.3959;1.1855;3.4214;1.1944;0.025463;0;0.025463;0;0.41697;0.14556;32.941;-106.92;0.9985;0;0;0;0;1169.9;210.67;350.25;6.2771;NaN;62.518;NaN;0.0031065;165008;710.8;0.0060302;0.61532;0.61532;0.52413;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3056e-5;5.7087;25.595;83;0;NaN;45.076;12.742;1101.4;0.01;0.016297
0.35;0.24325;3.7774;1.2487;3.8058;1.2581;0.029867;0;0.029867;0;0.46381;0.15332;32.941;-106.92;0.9985;0;0;0;0;1169.7;210.5;350.22;6.2768;NaN;62.516;NaN;0.0034555;183545;731.41;0.0073009;0.6021;0.6021;0.51091;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.4523e-5;5.7087;25.595;83;0;NaN;45.076;12.742;1101.4;0.01;0.016582
0.36;0.28303;4.1793;1.3119;4.2106;1.3218;0.034752;0;0.034752;0;0.51315;0.16108;32.941;-106.92;0.9985;0;0;0;0;1169.5;210.32;350.19;6.2765;NaN;62.514;NaN;0.0038231;203071;752.01;0.0087573;0.59;0.59;0.49881;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6068e-5;5.7087;25.595;83;0;NaN;45.076;12.742;1101.4;0.01;0.016728
0.37;0.32693;4.6014;1.3752;4.636;1.3855;0.040142;0;0.040142;0;0.56499;0.16885;32.941;-106.92;0.9985;0;0;0;0;1169.3;210.14;350.15;6.2762;NaN;62.512;NaN;0.0042093;223585;772.61;0.010416;0.57888;0.57888;0.48769;0.036817;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7691e-5;5.7087;25.595;83;0;NaN;45.076;12.742;1101.4;0.01;0.016872
0.38;0.37516;5.044;1.4384;5.0819;1.4492;0.046064;0;0.046064;0;0.61932;0.17662;32.941;-106.92;0.9985;0;0;0;0;1169.2;209.96;350.12;6.276;NaN;62.509;NaN;0.0046141;245088;793.22;0.012294;0.56862;0.56862;0.47742;0.036818;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.9393e-5;5.7087;25.595;83;0;NaN;45.076;12.742;1101.4;0.01;0.017015
0.39;0.42791;5.5069;1.5017;5.5482;1.513;0.052541;0;0.052541;0;0.67616;0.18439;32.941;-106.92;0.9985;0;0;0;0;1169;209.79;350.09;6.2757;NaN;62.507;NaN;0.0050375;267579;813.82;0.014408;0.5591;0.5591;0.4679;0.036819;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1172e-5;5.7087;25.595;83;0;NaN;45.075;12.742;1101.4;0.01;0.01716
0.4;0.4854;5.9901;1.565;6.0351;1.5768;0.059599;0;0.059599;0;0.7355;0.19216;32.941;-106.92;0.9985;0;0;0;0;1168.8;209.61;350.06;6.2754;NaN;62.505;NaN;0.0054796;291061;834.42;0.016778;0.55025;0.55025;0.45905;0.03682;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.303e-5;5.7087;25.595;83;0;NaN;45.075;12.742;1101.4;0.01;0.017302
0.41;0.54782;6.4938;1.6283;6.5425;1.6406;0.067264;0;0.067264;0;0.79733;0.19993;32.941;-106.92;0.9985;0;0;0;0;1168.6;209.43;350.03;6.2751;NaN;62.503;NaN;0.0059403;315532;855.03;0.019422;0.54199;0.54199;0.45078;0.036821;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.4966e-5;5.7087;25.595;83;0;NaN;45.075;12.742;1101.4;0.01;0.017444
0.42;0.61538;7.0178;1.6917;7.0705;1.7044;0.075559;0;0.075559;0;0.86167;0.20771;32.941;-106.92;0.9985;0;0;0;0;1168.5;209.25;350;6.2748;NaN;62.501;NaN;0.0064196;340992;875.63;0.022359;0.53425;0.53425;0.44305;0.036823;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.6981e-5;5.7087;25.595;83;0;NaN;45.075;12.742;1101.4;0.01;0.017586
0.43;0.68828;7.5622;1.755;7.6189;1.7682;0.08451;0;0.08451;0;0.92852;0.21549;32.941;-106.92;0.9985;0;0;0;0;1168.3;209.08;349.97;6.2745;NaN;62.499;NaN;0.0069176;367443;896.23;0.02561;0.52699;0.52699;0.43579;0.036825;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.9074e-5;5.7087;25.595;83;0;NaN;45.075;12.742;1101.4;0.01;0.017832
0.44;0.76672;8.1269;1.8184;8.188;1.8321;0.094141;0;0.094141;0;0.99786;0.22327;32.941;-106.92;0.9985;0;0;0;0;1168.1;208.9;349.94;6.2742;NaN;62.497;NaN;0.0074343;394884;916.83;0.029195;0.52016;0.52016;0.42896;0.036827;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.1245e-5;5.7087;25.595;83;0;NaN;45.074;12.742;1101.4;0.01;0.017984
0.45;0.85092;8.7121;1.8818;8.7775;1.8959;0.10448;0;0.10448;0;1.0697;0.23105;32.941;-106.92;0.9985;0;0;0;0;1167.9;208.72;349.91;6.2739;NaN;62.495;NaN;0.0079696;423316;937.44;0.033135;0.51372;0.51372;0.42251;0.036829;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.3495e-5;5.7087;25.595;83;0;NaN;45.074;12.742;1101.4;0.01;0.018133
0.46;0.94106;9.3177;1.9452;9.3876;1.9598;0.11555;0;0.11555;0;1.1441;0.23884;32.941;-106.92;0.9985;0;0;0;0;1167.8;208.54;349.88;6.2736;NaN;62.493;NaN;0.0085235;452739;958.04;0.037452;0.50764;0.50764;0.41642;0.036831;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.5823e-5;5.7087;25.595;83;0;NaN;45.074;12.742;1101.4;0.01;0.018274
0.47;1.0374;9.9436;2.0086;10.018;2.0237;0.12737;0;0.12737;0;1.2209;0.24663;32.941;-106.92;0.9985;0;0;0;0;1167.6;208.37;349.85;6.2733;NaN;62.49;NaN;0.0090961;483154;978.64;0.042168;0.50187;0.50187;0.41065;0.036834;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.823e-5;5.7087;25.595;83;0;NaN;45.073;12.742;1101.4;0.01;0.018523
0.48;1.14;10.59;2.0721;10.67;2.0876;0.13998;0;0.13998;0;1.3003;0.25442;32.941;-106.92;0.9985;0;0;0;0;1167.4;208.19;349.82;6.273;NaN;62.488;NaN;0.0096874;514559;999.25;0.047307;0.4964;0.4964;0.40518;0.036837;0.054385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.0715e-5;5.7087;25.595;83;0;NaN;45.073;12.742;1101.4;0.01;0.023097
0.49;1.2493;11.257;2.1355;11.341;2.1516;0.15339;0;0.15339;0;1.3822;0.26221;32.941;-106.92;0.9985;0;0;0;0;1167.2;208.01;349.79;6.2727;NaN;62.486;NaN;0.010297;546957;1019.9;0.052892;0.4912;0.4912;0.39997;0.03684;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.3279e-5;5.7087;25.595;83;0;NaN;45.073;12.741;1101.4;0.01;0.023244
0.5;1.3653;11.944;2.199;12.034;2.2155;0.16763;0;0.16763;0;1.4665;0.27001;32.941;-106.92;0.9985;0;0;0;0;1167;207.83;349.76;6.2724;NaN;62.484;NaN;0.010926;580346;1040.5;0.058947;0.48625;0.48625;0.39502;0.036844;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.5921e-5;5.7087;25.595;83;0;NaN;45.072;12.741;1101.4;0.01;0.023388
0.51;1.4883;12.652;2.2625;12.747;2.2795;0.18273;0;0.18273;0;1.5534;0.2778;32.941;-106.92;0.9985;0;0;0;0;1166.9;207.66;349.73;6.2721;NaN;62.482;NaN;0.011573;614728;1061.1;0.065496;0.48153;0.48153;0.39029;0.036848;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.8642e-5;5.7087;25.595;83;0;NaN;45.072;12.741;1101.4;0.01;0.023524
0.52;1.6184;13.38;2.326;13.48;2.3435;0.19872;0;0.19872;0;1.6428;0.2856;32.941;-106.92;0.9985;0;0;0;0;1166.7;207.48;349.7;6.2718;NaN;62.48;NaN;0.012239;650102;1081.7;0.072566;0.47702;0.47702;0.38578;0.036852;0.054388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.1441e-5;5.7087;25.595;83;0;NaN;45.071;12.741;1101.4;0.01;0.023667
0.53;1.756;14.128;2.3896;14.234;2.4075;0.2156;0;0.2156;0;1.7347;0.2934;32.941;-106.92;0.9985;0;0;0;0;1166.5;207.3;349.67;6.2715;NaN;62.478;NaN;0.012924;686469;1102.3;0.080181;0.47271;0.47271;0.38147;0.036856;0.054389;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.4319e-5;5.7087;25.595;83;0;NaN;45.071;12.741;1101.4;0.01;0.023843
0.54;1.9011;14.897;2.4531;15.009;2.4716;0.23342;0;0.23342;0;1.8291;0.30121;32.941;-106.92;0.9985;0;0;0;0;1166.3;207.12;349.64;6.2712;NaN;62.476;NaN;0.013628;723829;1122.9;0.088368;0.46859;0.46859;0.37733;0.036861;0.05439;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.7275e-5;5.7087;25.595;83;0;NaN;45.07;12.741;1101.4;0.01;0.023986
0.55;2.054;15.687;2.5167;15.804;2.5356;0.2522;0;0.2522;0;1.9261;0.30901;32.941;-106.92;0.9985;0;0;0;0;1166.2;206.95;349.61;6.2709;NaN;62.473;NaN;0.01435;762182;1143.5;0.097154;0.46463;0.46463;0.37337;0.036867;0.054391;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.031e-5;5.7087;25.595;83;0;NaN;45.07;12.741;1101.4;0.01;0.024137
