# Nominal_13 (Up to date)
# 1085 data points written for 54 variables.
# Simulation warnings:
#   Implantação recuperação do dispositivo a alta velocidade (71,1 m/s)
#
# Tempo (s);Altitude (ft);Velocidade vertical (ft/s);Aceleração vertical (G);Velocidade total (ft/s);Aceleração total (G);Posição a favor do vento (ft);Posição paralela ao vento (ft);Distância lateral (ft);Direção lateral (°);Velocidade lateral (ft/s);Aceleração lateral (G);Latitude (°);Longitude (°);Aceleração gravitacional (G);Ângulo de ataque (°);Taxa de rotação (°/s);Taxa de arremesso (°/s);Taxa de guinada (°/s);Massa. (oz);Massa do propelente (oz);Momento de inércia longitudinal (lb·ft²);Momento de inércia de rotação (lb·ft²);Localização do CP (in);Localização do CG (in);Calibres da margem de estabilidade (?);Número de Mach (?);Número de Reynolds (?);Impulso (N);Força de arrasto (N);Coeficiente de arrasto (?);Coeficiente de arrasto axial (?);Coeficiente de arrasto de atrito (?);Coeficiente de arrasto de pressão (?);Coeficiente de arrasto de base (?);Coeficiente de força normal (?);Coeficiente de momento de Pitch (?);Guinada coeficiente de momento (?);Coeficiente de força lateral (?);Coeficiente do momento de rotação (?);Coeficiente forçado de rotação (?);Coeficiente de amortecimento de rotação (?);Coeficiente de arremesso de amortecimento (?);Aceleração de Coriolis (G);Comprimento de referência (in);Área de referência (in²);Orientação vertical (zênite) (°);Orientação lateral (azimute) (°);Velocidade do vento (ft/s);Temperatura do ar (°F);Pressão do ar (psi);Velocidade do som (ft/s);Passo de tempo de simulação (s);Tempo de computação (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.1;0;0;-0.30223;0;0.31018;0;0;0;0;0;0.069776;32.941;-106.92;0.9985;0;0;0;0;1174.1;214.93;350.97;6.2843;NaN;62.568;NaN;0;0;216.33;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.0043503
0.11;0;0;-0.24063;0;0.24696;0;0;0;0;0;0.055553;32.941;-106.92;0.9985;0;0;0;0;1174;214.75;350.94;6.284;NaN;62.566;NaN;0;0;236.93;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.0046369
0.12;0;0;-0.179;0;0.18371;0;0;0;0;0;0.041326;32.941;-106.92;0.9985;0;0;0;0;1173.8;214.58;350.91;6.2837;NaN;62.564;NaN;0;0;257.54;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.0049416
0.13;0;0;-0.11736;0;0.12045;0;0;0;0;0;0.027094;32.941;-106.92;0.9985;0;0;0;0;1173.6;214.4;350.88;6.2834;NaN;62.562;NaN;0;0;278.14;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.0051351
0.14;0;0;-0.055697;0;0.057162;0;0;0;0;0;0.012859;32.941;-106.92;0.9985;0;0;0;0;1173.4;214.22;350.85;6.2831;NaN;62.56;NaN;0;0;298.74;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.0054457
0.15;0;0;0.0059841;0;0.0061415;0;0;0;0;0;0.0013815;32.941;-106.92;0.9985;0;0;0;0;1173.3;214.04;350.82;6.2828;NaN;62.558;NaN;0;0;319.35;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.0057108
0.16;9.7814e-6;0.001964;0.067683;0.0020157;0.069464;2.2582e-6;0;2.2582e-6;0;4.5343e-4;0.015626;32.941;-106.92;0.9985;0;0;0;0;1173.1;213.87;350.79;6.2825;NaN;62.556;NaN;1.8301e-6;97.213;339.95;0;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.749e-9;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.0060621
0.17;1.3847e-4;0.023782;0.1294;0.024407;0.13281;3.1968e-5;0;3.1968e-5;0;0.0054904;0.029875;32.941;-106.92;0.9985;0;0;0;0;1172.9;213.69;350.76;6.2822;NaN;62.554;NaN;2.2161e-5;1177.1;360.55;6.423e-7;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.3831e-8;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.010821
0.18;5.8463e-4;0.065459;0.19114;0.067181;0.19617;1.3497e-4;0;1.3497e-4;0;0.015112;0.044128;32.941;-106.92;0.9985;0;0;0;0;1172.7;213.51;350.73;6.2819;NaN;62.552;NaN;6.0997e-5;3240;381.16;4.8662e-6;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.5827e-7;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.011109
0.19;0.0015469;0.127;0.25289;0.13034;0.25955;3.5713e-4;0;3.5713e-4;0;0.029321;0.058385;32.941;-106.92;0.9985;0;0;0;0;1172.5;213.33;350.7;6.2816;NaN;62.55;NaN;1.1834e-4;6286.2;401.76;1.8318e-5;1.2879;1.2879;1.1967;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.0109e-7;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.011414
0.2;0.0032239;0.20842;0.31467;0.2139;0.32294;7.443e-4;0;7.443e-4;0;0.048117;0.072647;32.941;-106.92;0.9985;0;0;0;0;1172.4;213.16;350.67;6.2813;NaN;62.547;NaN;1.9421e-4;10316;422.36;4.8864e-5;1.2757;1.2757;1.1845;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.2231e-7;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.011648
0.21;0.0058145;0.30971;0.37646;0.31786;0.38636;0.0013424;0;0.0013424;0;0.071502;0.086913;32.941;-106.92;0.9985;0;0;0;0;1172.2;212.98;350.64;6.281;NaN;62.545;NaN;2.886e-4;15330;442.97;9.491e-5;1.1221;1.1221;1.0309;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.222e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.011882
0.22;0.0095174;0.43088;0.43827;0.44222;0.4498;0.0021973;0;0.0021973;0;0.099478;0.10118;32.941;-106.92;0.9985;0;0;0;0;1172;212.8;350.61;6.2807;NaN;62.543;NaN;4.0151e-4;21327;463.57;1.663e-4;1.0158;1.0158;0.92459;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.7001e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.012136
0.23;0.014532;0.57195;0.5001;0.587;0.51325;0.0033549;0;0.0033549;0;0.13205;0.11546;32.941;-106.92;0.9985;0;0;0;0;1171.8;212.62;350.58;6.2804;NaN;62.541;NaN;5.3296e-4;28310;484.17;2.7034e-4;0.93718;0.93718;0.84599;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.2566e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.012408
0.24;0.021056;0.73291;0.56195;0.75219;0.57673;0.0048611;0;0.0048611;0;0.16921;0.12974;32.941;-106.92;0.9985;0;0;0;0;1171.7;212.45;350.55;6.2801;NaN;62.539;NaN;6.8295e-4;36277;504.77;4.1508e-4;0.8763;0.8763;0.78511;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.8917e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.01267
0.25;0.029289;0.91377;0.62382;0.93781;0.64022;0.0067619;0;0.0067619;0;0.21096;0.14402;32.941;-106.92;0.9985;0;0;0;0;1171.5;212.27;350.52;6.2798;NaN;62.537;NaN;8.5148e-4;45229;525.38;6.0929e-4;0.82751;0.82751;0.73632;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.6053e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.012941
0.26;0.039431;1.1145;0.6857;1.1439;0.70374;0.0091033;0;0.0091033;0;0.25731;0.15831;32.941;-106.92;0.9985;0;0;0;0;1171.3;212.09;350.49;6.2795;NaN;62.535;NaN;0.0010386;55167;545.98;8.6247e-4;0.78736;0.78736;0.69617;0.036812;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.3974e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.013263
0.27;0.051679;1.3352;0.7476;1.3704;0.76727;0.011931;0;0.011931;0;0.30826;0.1726;32.941;-106.92;0.9985;0;0;0;0;1171.1;211.92;350.46;6.2792;NaN;62.533;NaN;0.0012442;66090;566.58;0.0011848;0.75363;0.75363;0.66244;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.2681e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.013569
# Event LIFTOFF occurred at t=0.28 seconds
0.28;0.066235;1.5758;0.80953;1.6173;0.83082;0.015291;0;0.015291;0;0.36381;0.18689;32.941;-106.92;0.9985;0;0;0;0;1170.9;211.74;350.43;6.2789;NaN;62.531;NaN;0.0014684;77999;587.19;0.0015871;0.72481;0.72481;0.63361;0.036813;0.054379;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.2174e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.013904
0.29;0.083296;1.8364;0.87147;1.8847;0.89439;0.01923;0;0.01923;0;0.42396;0.20119;32.941;-106.92;0.9985;0;0;0;0;1170.8;211.56;350.4;6.2786;NaN;62.528;NaN;0.0017112;90894;607.79;0.002081;0.69982;0.69982;0.60863;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7.2454e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.01422
0.3;0.10306;2.1168;0.93343;2.1725;0.95798;0.023794;0;0.023794;0;0.48871;0.2155;32.941;-106.92;0.9985;0;0;0;0;1170.6;211.38;350.37;6.2783;NaN;62.526;NaN;0.0019725;104776;628.39;0.0026787;0.67792;0.67792;0.58673;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8.3519e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.014486
0.31;0.12573;2.4172;0.9954;2.4808;1.0216;0.029027;0;0.029027;0;0.55806;0.22981;32.941;-106.92;0.9985;0;0;0;0;1170.4;211.21;350.34;6.278;NaN;62.524;NaN;0.0022524;119645;649;0.0033929;0.65852;0.65852;0.56732;0.036813;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9.5371e-6;5.7087;25.595;77;0;NaN;45.077;12.742;1101.4;0.01;0.014739
0.32;0.15151;2.7376;1.0574;2.8096;1.0852;0.034978;0;0.034978;0;0.63201;0.24412;32.941;-106.92;0.9985;0;0;0;0;1170.2;211.03;350.31;6.2777;NaN;62.522;NaN;0.0025509;135500;669.6;0.0042372;0.64118;0.64118;0.54999;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.0801e-5;5.7087;25.595;77;0;NaN;45.076;12.742;1101.4;0.01;0.014933
0.33;0.18058;3.0778;1.1194;3.1588;1.1489;0.041691;0;0.041691;0;0.71058;0.25844;32.941;-106.92;0.9985;0;0;0;0;1170.1;210.85;350.28;6.2774;NaN;62.52;NaN;0.002868;152343;690.2;0.0052258;0.62558;0.62558;0.53439;0.036814;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.2144e-5;5.7087;25.595;77;0;NaN;45.076;12.742;1101.4;0.01;0.015076
0.34;0.21316;3.4381;1.1814;3.5285;1.2125;0.049212;0;0.049212;0;0.79375;0.27276;32.941;-106.92;0.9985;0;0;0;0;1169.9;210.67;350.25;6.2771;NaN;62.518;NaN;0.0032037;170174;710.8;0.0063733;0.61144;0.61144;0.52025;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.3565e-5;5.7087;25.595;77;0;NaN;45.076;12.742;1101.4;0.01;0.015214
0.35;0.24944;3.8183;1.2435;3.9187;1.2762;0.057589;0;0.057589;0;0.88152;0.28708;32.941;-106.92;0.9985;0;0;0;0;1169.7;210.5;350.22;6.2768;NaN;62.516;NaN;0.003558;188993;731.41;0.0076951;0.59856;0.59856;0.50736;0.036815;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5065e-5;5.7087;25.595;77;0;NaN;45.076;12.742;1101.4;0.01;0.015353
0.36;0.28963;4.2185;1.3056;4.3294;1.3399;0.066866;0;0.066866;0;0.97391;0.30141;32.941;-106.92;0.9985;0;0;0;0;1169.5;210.32;350.19;6.2765;NaN;62.514;NaN;0.0039309;208800;752.01;0.0092073;0.58675;0.58675;0.49555;0.036816;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.6644e-5;5.7087;25.595;77;0;NaN;45.076;12.742;1101.4;0.01;0.015494
0.37;0.33391;4.6386;1.3677;4.7606;1.4036;0.07709;0;0.07709;0;1.0709;0.31575;32.941;-106.92;0.9985;0;0;0;0;1169.3;210.14;350.15;6.2762;NaN;62.512;NaN;0.0043224;229595;772.61;0.010926;0.57588;0.57588;0.48469;0.036817;0.05438;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.8302e-5;5.7087;25.595;77;0;NaN;45.076;12.742;1101.4;0.01;0.01563
0.38;0.3825;5.0787;1.4298;5.2123;1.4674;0.088307;0;0.088307;0;1.1725;0.33009;32.941;-106.92;0.9985;0;0;0;0;1169.2;209.96;350.12;6.276;NaN;62.509;NaN;0.0047325;251380;793.22;0.01287;0.56584;0.56584;0.47464;0.036818;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.0038e-5;5.7087;25.595;77;0;NaN;45.076;12.742;1101.4;0.01;0.015913
0.39;0.43559;5.5388;1.4919;5.6845;1.5311;0.10056;0;0.10056;0;1.2787;0.34443;32.941;-106.92;0.9985;0;0;0;0;1169;209.79;350.09;6.2757;NaN;62.507;NaN;0.0051613;274153;813.82;0.015055;0.55652;0.55652;0.46532;0.036819;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.1854e-5;5.7087;25.595;77;0;NaN;45.075;12.742;1101.4;0.01;0.01607
0.4;0.49338;6.0189;1.554;6.1773;1.5949;0.1139;0;0.1139;0;1.3896;0.35877;32.941;-106.92;0.9985;0;0;0;0;1168.8;209.61;350.06;6.2754;NaN;62.505;NaN;0.0056087;297916;834.42;0.017501;0.54784;0.54784;0.45664;0.03682;0.054381;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.3748e-5;5.7087;25.595;77;0;NaN;45.075;12.742;1101.4;0.01;0.016212
0.41;0.55607;6.519;1.6162;6.6905;1.6587;0.12838;0;0.12838;0;1.505;0.37313;32.941;-106.92;0.9985;0;0;0;0;1168.6;209.43;350.03;6.2751;NaN;62.503;NaN;0.0060747;322668;855.03;0.020226;0.53974;0.53974;0.44853;0.036822;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.5721e-5;5.7087;25.595;77;0;NaN;45.075;12.742;1101.4;0.01;0.016359
0.42;0.62386;7.0391;1.6784;7.2243;1.7225;0.14403;0;0.14403;0;1.6251;0.38748;32.941;-106.92;0.9985;0;0;0;0;1168.5;209.25;350;6.2748;NaN;62.501;NaN;0.0065593;348410;875.63;0.02325;0.53214;0.53214;0.44094;0.036824;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.7773e-5;5.7087;25.595;77;0;NaN;45.075;12.742;1101.4;0.01;0.01665
0.43;0.69695;7.5792;1.7406;7.7786;1.7863;0.1609;0;0.1609;0;1.7498;0.40184;32.941;-106.92;0.9985;0;0;0;0;1168.3;209.08;349.97;6.2745;NaN;62.499;NaN;0.0070626;375143;896.23;0.026594;0.52501;0.52501;0.4338;0.036825;0.054382;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;2.9904e-5;5.7087;25.595;77;0;NaN;45.075;12.742;1101.4;0.01;0.016817
0.44;0.77554;8.1393;1.8028;8.3534;1.8502;0.17905;0;0.17905;0;1.8791;0.4162;32.941;-106.92;0.9985;0;0;0;0;1168.1;208.9;349.94;6.2742;NaN;62.497;NaN;0.0075845;402865;916.83;0.030278;0.5183;0.5183;0.42709;0.036827;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.2114e-5;5.7087;25.595;77;0;NaN;45.074;12.742;1101.4;0.01;0.016963
0.45;0.85983;8.7195;1.865;8.9488;1.9141;0.19851;0;0.19851;0;2.0131;0.43057;32.941;-106.92;0.9985;0;0;0;0;1167.9;208.72;349.91;6.2739;NaN;62.495;NaN;0.0081251;431579;937.44;0.034322;0.51196;0.51196;0.42075;0.03683;0.054383;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.4403e-5;5.7087;25.595;77;0;NaN;45.074;12.742;1101.4;0.01;0.017105
0.46;0.95003;9.3196;1.9273;9.5648;1.9779;0.21933;0;0.21933;0;2.1516;0.44494;32.941;-106.92;0.9985;0;0;0;0;1167.8;208.54;349.88;6.2736;NaN;62.493;NaN;0.0086844;461283;958.04;0.038751;0.50597;0.50597;0.41475;0.036832;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.6771e-5;5.7087;25.595;77;0;NaN;45.074;12.742;1101.4;0.01;0.017246
0.47;1.0463;9.9398;1.9895;10.201;2.0418;0.24156;0;0.24156;0;2.2948;0.45932;32.941;-106.92;0.9985;0;0;0;0;1167.6;208.37;349.85;6.2733;NaN;62.49;NaN;0.0092623;491979;978.64;0.043585;0.50029;0.50029;0.40907;0.036835;0.054384;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;3.9218e-5;5.7087;25.595;77;0;NaN;45.073;12.742;1101.4;0.01;0.017387
0.48;1.1489;10.58;2.0518;10.858;2.1058;0.26525;0;0.26525;0;2.4426;0.4737;32.941;-106.92;0.9985;0;0;0;0;1167.4;208.19;349.82;6.273;NaN;62.488;NaN;0.0098589;523666;999.25;0.048848;0.4949;0.4949;0.40367;0.036838;0.054385;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.1744e-5;5.7087;25.595;77;0;NaN;45.073;12.742;1101.4;0.01;0.017526
0.49;1.258;11.24;2.1141;11.536;2.1697;0.29044;0;0.29044;0;2.595;0.48808;32.941;-106.92;0.9985;0;0;0;0;1167.2;208.01;349.79;6.2727;NaN;62.486;NaN;0.010474;556345;1019.9;0.054564;0.48977;0.48977;0.39854;0.036841;0.054386;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.4349e-5;5.7087;25.595;77;0;NaN;45.073;12.741;1101.4;0.01;0.017677
0.5;1.3738;11.921;2.1764;12.234;2.2337;0.31717;0;0.31717;0;2.7521;0.50247;32.941;-106.92;0.9985;0;0;0;0;1167;207.83;349.76;6.2724;NaN;62.484;NaN;0.011108;590016;1040.5;0.060757;0.48489;0.48489;0.39365;0.036845;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.7033e-5;5.7087;25.595;77;0;NaN;45.072;12.741;1101.4;0.01;0.01792
0.51;1.4965;12.621;2.2388;12.953;2.2976;0.3455;0;0.3455;0;2.9138;0.51686;32.941;-106.92;0.9985;0;0;0;0;1166.9;207.66;349.73;6.2721;NaN;62.482;NaN;0.011761;624679;1061.1;0.067451;0.48023;0.48023;0.38899;0.036849;0.054387;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;4.9796e-5;5.7087;25.595;77;0;NaN;45.072;12.741;1101.4;0.01;0.018057
0.52;1.6264;13.341;2.3011;13.692;2.3616;0.37547;0;0.37547;0;3.0801;0.53125;32.941;-106.92;0.9985;0;0;0;0;1166.7;207.48;349.7;6.2718;NaN;62.48;NaN;0.012432;660334;1081.7;0.074673;0.47578;0.47578;0.38454;0.036853;0.054388;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.2639e-5;5.7087;25.595;77;0;NaN;45.071;12.741;1101.4;0.01;0.018198
0.53;1.7635;14.082;2.3635;14.452;2.4257;0.40713;0;0.40713;0;3.2511;0.54565;32.941;-106.92;0.9985;0;0;0;0;1166.5;207.3;349.67;6.2715;NaN;62.478;NaN;0.013122;696982;1102.3;0.082447;0.47152;0.47152;0.38027;0.036858;0.054389;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.556e-5;5.7087;25.595;77;0;NaN;45.071;12.741;1101.4;0.01;0.018334
0.54;1.9081;14.842;2.4259;15.233;2.4897;0.44052;0;0.44052;0;3.4267;0.56006;32.941;-106.92;0.9985;0;0;0;0;1166.3;207.12;349.64;6.2712;NaN;62.476;NaN;0.013831;734623;1122.9;0.090801;0.46745;0.46745;0.37619;0.036863;0.054391;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5.8561e-5;5.7087;25.595;77;0;NaN;45.07;12.741;1101.4;0.01;0.018509
0.55;2.0604;15.623;2.4883;16.034;2.5537;0.47569;0;0.47569;0;3.6069;0.57446;32.941;-106.92;0.9985;0;0;0;0;1166.2;206.95;349.61;6.2709;NaN;62.473;NaN;0.014558;773258;1143.5;0.099762;0.46354;0.46354;0.37228;0.036868;0.054392;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6.1641e-5;5.7087;25.595;77;0;NaN;45.07;12.741;1101.4;0.01;0.023137
